Nom,Etat,Quality,Organization,Administration,Code Postale,Region,Total des classes,Nombre total d'étudiants
  م.إ. عين الخريبة ,Publique,excellent,  القصرين ,  جدليان ,   ,  ريفي ,  6 ,  109 
  م.إ. عين الجديدة ,Publique,excellent,  القصرين ,  جدليان ,   ,  ريفي ,  6 ,  87 
  م.إ. عين أم جدور ,Publique,excellent,  القصرين ,  جدليان ,   ,  ريفي ,  4 ,  41 
  م.إ. سيدي علي بهلول ,Publique,excellent,  القصرين ,  جدليان ,   ,  ريفي ,  6 ,  71 
  م.إ. جدليان الغربية ,Publique,moyenne,  القصرين ,  جدليان ,   ,  بلدي ,  12 ,  260 
  م.إ. الزلافنة الحوالة ,Publique,excellent,  القصرين ,  جدليان ,   ,  ريفي ,  6 ,  84 
  م.إ. البلد ,Publique,excellent,  القصرين ,  جدليان ,   ,  ريفي ,  6 ,  66 
  م.إ. بئر سفيان ,Publique,excellent,  القصرين ,  جدليان ,   ,  ريفي ,  6 ,  79 
  م.إ. هنشير الحمام ,Publique,excellent,  القصرين ,  جدليان ,   ,  ريفي ,  3 ,  31 
  م.إ. الروايسية ,Publique,excellent,  القصرين ,  جدليان ,   ,  ريفي ,  6 ,  50 
  م.إ. البياض بوعرعار ,Publique,excellent,  القصرين ,  جدليان ,   ,  ريفي ,  6 ,  54 
  م.إ. الثقافة ,Publique,moyenne,  القصرين ,  تالة ,   ,  بلدي ,  14 ,  332 
  م.إ. نهج الهادي شاكر ,Publique,excellent,  القصرين ,  تالة ,   ,  بلدي ,  12 ,  233 
  م.إ. جبل بولحناش ,Publique,excellent,  القصرين ,  تالة ,   ,  ريفي ,  6 ,  84 
  م.إ. سيدي سهيل1 ,Publique,moyenne,  القصرين ,  تالة ,   ,  ريفي ,  18 ,  426 
  م.إ. أولاد غيدة ,Publique,excellent,  القصرين ,  تالة ,   ,  ريفي ,  6 ,  102 
  م.إ. الشافعي ,Publique,excellent,  القصرين ,  تالة ,   ,  ريفي ,  6 ,  80 
  م.إ. سيدي امحمد ,Publique,excellent,  القصرين ,  تالة ,   ,  ريفي ,  4 ,  40 
  م.إ. شاكر الاحواز ,Publique,excellent,  القصرين ,  تالة ,   ,  ريفي ,  6 ,  46 
  م.إ. هنشير الورغي ,Publique,moyenne,  القصرين ,  تالة ,   ,  ريفي ,  6 ,  161 
  م.إ. بئر شعبان ,Publique,excellent,  القصرين ,  تالة ,   ,  ريفي ,  6 ,  44 
  م.إ. الشار 1 ,Publique,moyenne,  القصرين ,  تالة ,   ,  ريفي ,  6 ,  152 
  م.إ. عيون الحمر ,Publique,moyenne,  القصرين ,  تالة ,   ,  ريفي ,  6 ,  138 
  م.إ. هنشير القمرية ,Publique,excellent,  القصرين ,  تالة ,   ,  ريفي ,  6 ,  79 
  م.إ. المهيري ,Publique,excellent,  القصرين ,  تالة ,   ,  بلدي ,  9 ,  172 
  م.إ. فلسطين ,Publique,moyenne,  القصرين ,  تالة ,   ,  بلدي ,  12 ,  266 
  م.إ. شارع بورقيبة ,Publique,moyenne,  القصرين ,  تالة ,   ,  بلدي ,  18 ,  471 
  م.إ. الحمام ,Publique,excellent,  القصرين ,  تالة ,   ,  ريفي ,  4 ,  31 
  م.إ. السفايـة ,Publique,excellent,  القصرين ,  تالة ,   ,  ريفي ,  3 ,  23 
  م.إ. زلفان الغربية ,Publique,moyenne,  القصرين ,  تالة ,   ,  ريفي ,  6 ,  136 
  م.إ. هندي الدولة ,Publique,excellent,  القصرين ,  تالة ,   ,  ريفي ,  6 ,  84 
  م.إ. العرقوب1 ,Publique,excellent,  القصرين ,  تالة ,   ,  ريفي ,  4 ,  28 
  م.إ. عمرون ,Publique,excellent,  القصرين ,  تالة ,   ,  ريفي ,  3 ,  51 
  م.إ. الزعفران ,Publique,excellent,  القصرين ,  تالة ,   ,  ريفي ,  4 ,  49 
  م.إ. الشـار 2 ,Publique,excellent,  القصرين ,  تالة ,   ,  ريفي ,  6 ,  60 
  م.إ. الجوى2 ,Publique,moyenne,  القصرين ,  تالة ,   ,  ريفي ,  6 ,  137 
  م.إ. العهد الجديد ,Publique,excellent,  القصرين ,  تالة ,   ,  ريفي ,  3 ,  28 
  م.إ. سيدي سهيل 2 ,Publique,excellent,  القصرين ,  تالة ,   ,  ريفي ,  6 ,  65 
  م.إ. 18 جانفي حيدرة 1 ,Publique,moyenne,  القصرين ,  حيدرة ,   ,  بلدي ,  12 ,  331 
  م.إ. عين الدفلى ,Publique,excellent,  القصرين ,  حيدرة ,   ,  ريفي ,  6 ,  64 
  م.إ. الأجرد ,Publique,excellent,  القصرين ,  حيدرة ,   ,  ريفي ,  6 ,  46 
  م.إ. طباقة ,Publique,moyenne,  القصرين ,  حيدرة ,   ,  ريفي ,  6 ,  123 
  م.إ. المريرة ,Publique,excellent,  القصرين ,  حيدرة ,   ,  ريفي ,  6 ,  36 
  م.إ. حيدرة 2 ,Publique,excellent,  القصرين ,  حيدرة ,   ,  بلدي ,  6 ,  110 
  م.إ. الهنـاشيــر ,Publique,excellent,  القصرين ,  حيدرة ,   ,  ريفي ,  6 ,  39 
  م.إ. هنشير بوعنــز ,Publique,excellent,  القصرين ,  حيدرة ,   ,  ريفي ,  4 ,  37 
  م.إ. 2 ماررس 34 ,Publique,moyenne,  القصرين ,  فريانة ,   ,  بلدي ,  13 ,  333 
  م.إ. غرة جوان 55 ,Publique,moyenne,  القصرين ,  فريانة ,   ,  بلدي ,  14 ,  345 
  م.إ. الأحواش ,Publique,moyenne,  القصرين ,  فريانة ,   ,  بلدي ,  16 ,  422 
  م.إ. تلابت ,Publique,moyenne,  القصرين ,  فريانة ,   ,  بلدي ,  23 ,  643 
  م.إ. الصخيرات ,Publique,excellent,  القصرين ,  فريانة ,   ,  ريفي ,  6 ,  91 
  م.إ. الامتياز ,Publique,excellent,  القصرين ,  فريانة ,   ,  ريفي ,  6 ,  54 
  م.إ. القوسات ,Publique,excellent,  القصرين ,  فريانة ,   ,  ريفي ,  3 ,  16 
  م.إ. قارة النعام ,Publique,moyenne,  القصرين ,  فريانة ,   ,  ريفي ,  6 ,  134 
  م.إ. الرياض ,Publique,excellent,  القصرين ,  فريانة ,   ,  ريفي ,  6 ,  61 
  م.إ. أم علي ,Publique,excellent,  القصرين ,  فريانة ,   ,  ريفي ,  5 ,  53 
  م.إ. بوشبكة ,Publique,excellent,  القصرين ,  فريانة ,   ,  ريفي ,  6 ,  92 
  م.إ. بوحية ,Publique,excellent,  القصرين ,  فريانة ,   ,  ريفي ,  6 ,  75 
  م.إ. هنشير الطيب ,Publique,excellent,  القصرين ,  فريانة ,   ,  ريفي ,  4 ,  24 
  م.إ. السراقية ,Publique,excellent,  القصرين ,  فريانة ,   ,  ريفي ,  4 ,  40 
  م.إ. حناشي ,Publique,excellent,  القصرين ,  فريانة ,   ,  ريفي ,  6 ,  63 
  م.إ. سيدي تليل ,Publique,moyenne,  القصرين ,  فريانة ,   ,  بلدي ,  17 ,  417 
  م.إ. أولاد سالم ,Publique,excellent,  القصرين ,  فريانة ,   ,  ريفي ,  4 ,  33 
  م.إ. حي الهادي العجلاني فريانة ,Publique,moyenne,  القصرين ,  فريانة ,   ,  بلدي ,  16 ,  430 
  م.إ. السنك ,Publique,excellent,  القصرين ,  فريانة ,   ,  ريفي ,  6 ,  103 
  م.إ. درناية ,Publique,excellent,  القصرين ,  فريانة ,   ,  ريفي ,  6 ,  63 
  م.إ. أولاد احمد ,Publique,moyenne,  القصرين ,  فريانة ,   ,  ريفي ,  7 ,  145 
  م.إ. اللطايفية ,Publique,excellent,  القصرين ,  فريانة ,   ,  ريفي ,  6 ,  56 
  م.إ. حي الازدهار1 ,Publique,moyenne,  القصرين ,  فريانة ,   ,  بلدي ,  21 ,  559 
  م.إ. قوبل ,Publique,moyenne,  القصرين ,  فريانة ,   ,  ريفي ,  8 ,  178 
  م.إ. عبد العظيم ,Publique,excellent,  القصرين ,  فريانة ,   ,  ريفي ,  4 ,  36 
  م.إ. أولاد ابراهيم ,Publique,excellent,  القصرين ,  فريانة ,   ,  ريفي ,  6 ,  42 
  م.إ. هنشير السهيلي ,Publique,excellent,  القصرين ,  فريانة ,   ,  ريفي ,  5 ,  56 
  م.إ. البلد ,Publique,moyenne,  القصرين ,  فريانة ,   ,  بلدي ,  17 ,  435 
  م.إ. أولاد خضرة ,Publique,excellent,  القصرين ,  فريانة ,   ,  ريفي ,  6 ,  66 
  م.إ. المغرب العربي- تلابت2 ,Publique,moyenne,  القصرين ,  فريانة ,   ,  بلدي ,  17 ,  401 
  م.إ. العهد الجديد ,Publique,moyenne,  القصرين ,  فريانة ,   ,  بلدي ,  21 ,  581 
  م.إ. الدرابلية ,Publique,excellent,  القصرين ,  فريانة ,   ,  ريفي ,  6 ,  110 
  م.إ. المساعدية ,Publique,excellent,  القصرين ,  فريانة ,   ,  ريفي ,  4 ,  37 
  م.إ. شابرش ,Publique,excellent,  القصرين ,  فريانة ,   ,  ريفي ,  3 ,  33 
  م.إ. 2 مارس 34 فوسانة ,Publique,moyenne,  القصرين ,  فوسانة ,   ,  بلدي ,  27 ,  711 
  م.إ. المراونة ,Publique,moyenne,  القصرين ,  فوسانة ,   ,  ريفي ,  6 ,  122 
  م.إ. هنشير خليل ,Publique,excellent,  القصرين ,  فوسانة ,   ,  ريفي ,  9 ,  173 
  م.إ. هنشير صحراوي ,Publique,moyenne,  القصرين ,  فوسانة ,   ,  ريفي ,  7 ,  155 
  م.إ. زاوية المولدي ,Publique,moyenne,  القصرين ,  فوسانة ,   ,  ريفي ,  6 ,  150 
  م.إ. أولاد منصور ,Publique,excellent,  القصرين ,  فوسانة ,   ,  ريفي ,  6 ,  104 
  م.إ. الساطور ,Publique,excellent,  القصرين ,  فوسانة ,   ,  ريفي ,  6 ,  110 
  م.إ. أم الاحواض ,Publique,moyenne,  القصرين ,  فوسانة ,   ,  ريفي ,  6 ,  147 
  م.إ. البنانة ,Publique,excellent,  القصرين ,  فوسانة ,   ,  ريفي ,  6 ,  64 
  م.إ. الحازة ,Publique,excellent,  القصرين ,  فوسانة ,   ,  ريفي ,  3 ,  13 
  م.إ. العذيــرة ,Publique,excellent,  القصرين ,  فوسانة ,   ,  ريفي ,  6 ,  119 
  م.إ. بودرياس ,Publique,moyenne,  القصرين ,  فوسانة ,   ,  ريفي ,  12 ,  311 
  م.إ. عين الجنان ,Publique,moyenne,  القصرين ,  فوسانة ,   ,  ريفي ,  11 ,  324 
  م.إ. أولاد غانم ,Publique,excellent,  القصرين ,  فوسانة ,   ,  ريفي ,  6 ,  88 
  م.إ. خمودة الجنوبية ,Publique,excellent,  القصرين ,  فوسانة ,   ,  ريفي ,  9 ,  171 
  م.إ. منزل نور ,Publique,excellent,  القصرين ,  فوسانة ,   ,  ريفي ,  6 ,  85 
  م.إ. أولاد بنجاح ,Publique,moyenne,  القصرين ,  فوسانة ,   ,  ريفي ,  8 ,  178 
  م.إ. أولاد نصر الله ,Publique,excellent,  القصرين ,  فوسانة ,   ,  ريفي ,  3 ,  24 
  م.إ. هنشير الصيودة ,Publique,moyenne,  القصرين ,  فوسانة ,   ,  ريفي ,  8 ,  200 
  م.إ. ذراع الجديد ,Publique,excellent,  القصرين ,  فوسانة ,   ,  ريفي ,  6 ,  102 
  م.إ. هنشير سعد ,Publique,excellent,  القصرين ,  فوسانة ,   ,  ريفي ,  3 ,  32 
  م.إ. أولاد زيد ,Publique,excellent,  القصرين ,  فوسانة ,   ,  ريفي ,  5 ,  44 
  م.إ. السواني ,Publique,excellent,  القصرين ,  فوسانة ,   ,  ريفي ,  6 ,  81 
  م.إ. خمودة الشمالية ,Publique,moyenne,  القصرين ,  فوسانة ,   ,  ريفي ,  11 ,  234 
  م.إ. أم فدغة ,Publique,excellent,  القصرين ,  فوسانة ,   ,  ريفي ,  4 ,  25 
  م.إ. وادي الرشح ,Publique,moyenne,  القصرين ,  فوسانة ,   ,  ريفي ,  14 ,  369 
  م.إ. الفتح ,Publique,moyenne,  القصرين ,  فوسانة ,   ,  بلدي ,  19 ,  518 
  م.إ. الجباس ,Publique,excellent,  القصرين ,  فوسانة ,   ,  ريفي ,  6 ,  70 
  م.إ. الهريش ,Publique,excellent,  القصرين ,  فوسانة ,   ,  ريفي ,  6 ,  88 
  م.إ. بيرانو ,Publique,excellent,  القصرين ,  فوسانة ,   ,  ريفي ,  6 ,  106 
  م.إ. السلطنية ,Publique,excellent,  القصرين ,  فوسانة ,   ,  ريفي ,  6 ,  118 
  م.إ. أولاد بركة ,Publique,excellent,  القصرين ,  فوسانة ,   ,  ريفي ,  6 ,  117 
  م.إ. أولاد عبيد ,Publique,excellent,  القصرين ,  فوسانة ,   ,  ريفي ,  6 ,  59 
  م.إ. العطف ,Publique,excellent,  القصرين ,  فوسانة ,   ,  ريفي ,  4 ,  27 
  م.إ. أبو القاسم الشابي ,Publique,moyenne,  القصرين ,  ماجل بن عباس ,   ,  بلدي ,  24 ,  660 
  م.إ. الناظور ,Publique,excellent,  القصرين ,  ماجل بن عباس ,   ,  ريفي ,  6 ,  97 
  م.إ. بروكة ,Publique,excellent,  القصرين ,  ماجل بن عباس ,   ,  ريفي ,  6 ,  105 
  م.إ. أولاد مرزوق ,Publique,excellent,  القصرين ,  ماجل بن عباس ,   ,  ريفي ,  6 ,  87 
  م.إ. ماجل العكروت ,Publique,excellent,  القصرين ,  ماجل بن عباس ,   ,  ريفي ,  6 ,  46 
  م.إ. أم الأقصاب ,Publique,excellent,  القصرين ,  ماجل بن عباس ,   ,  ريفي ,  6 ,  53 
  م.إ. الجدرة ,Publique,excellent,  القصرين ,  ماجل بن عباس ,   ,  ريفي ,  6 ,  95 
  م.إ. هنشير أم الخير ,Publique,excellent,  القصرين ,  ماجل بن عباس ,   ,  ريفي ,  6 ,  91 
  م.إ. صولة ,Publique,excellent,  القصرين ,  ماجل بن عباس ,   ,  ريفي ,  6 ,  73 
  م.إ. الفكة ,Publique,excellent,  القصرين ,  ماجل بن عباس ,   ,  ريفي ,  6 ,  73 
  م.إ. الناصرية ,Publique,excellent,  القصرين ,  ماجل بن عباس ,   ,  ريفي ,  6 ,  78 
  م.إ. العيايشة ,Publique,excellent,  القصرين ,  ماجل بن عباس ,   ,  ريفي ,  4 ,  30 
  م.إ. النجاح ,Publique,excellent,  القصرين ,  ماجل بن عباس ,   ,  ريفي ,  6 ,  55 
  م.إ. الأمل ,Publique,excellent,  القصرين ,  ماجل بن عباس ,   ,  ريفي ,  6 ,  96 
  م.إ. أولاد عباس ,Publique,excellent,  القصرين ,  ماجل بن عباس ,   ,  ريفي ,  3 ,  9 
  م.إ. ذراع الحمام ,Publique,excellent,  القصرين ,  ماجل بن عباس ,   ,  ريفي ,  4 ,  42 
  م.إ. الهدايــة ,Publique,excellent,  القصرين ,  ماجل بن عباس ,   ,  ريفي ,  6 ,  41 
  م.إ. المسيلة ,Publique,excellent,  القصرين ,  ماجل بن عباس ,   ,  ريفي ,  4 ,  23 
